ImageID,Image,Description,Keywords
390,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_450.jpg,a painting with a yellow background and a green and orange background,"yellow background, orange background, painting, green"
391,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_451.jpg,a painting with a yellow background and a yellow background,"yellow background, yellow background, painting"
392,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_452.jpg,a painting with a bird on it,"painting, bird"
393,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_453.jpg,a painting of a man with a green hat and orange shirt,"orange shirt, green hat, painting, man"
394,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_454.jpg,a painting of a woman with a yellow background,"yellow background, woman, painting"
395,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_455.jpg,a painting with a yellow background and a red and yellow background,"yellow background, yellow background, red, painting"
396,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_456.jpg,a painting of a bird on a yellow background,"yellow background, painting, bird"
397,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_457.jpg,a painting with a yellow background and a black and white painting,"yellow background, white painting, painting, black"
398,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_458.jpg,a painting of a woman with a red scarf,"red scarf, woman, painting"
399,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_459.jpg,a painting with a yellow background and a green and orange painting,"yellow background, orange painting, painting, green"
400,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_46.jpg,a painting of a pond in the woods,"woods, pond, painting"
401,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_460.jpg,a painting with a yellow background and a black circle,"yellow background, black circle, painting"
402,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_461.jpg,a painting with a yellow background and a red and green painting,"yellow background, green painting, painting, red"
403,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_462.jpg,a painting of a yellow and green abstract,"green abstract, yellow, painting"
404,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_463.jpg,a painting with a yellow background and a blue and green design,"yellow background, green design, painting, blue"
405,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_464.jpg,a painting of a yellow and green painting,"green painting, painting, yellow"
406,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_465.jpg,a painting of a face on a yellow background,"yellow background, painting, face"
407,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_466.jpg,a painting with a yellow background and a black circle,"yellow background, black circle, painting"
408,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_467.jpg,a painting with a yellow background and a black figure,"yellow background, black figure, painting"
409,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_468.jpg,a painting with a yellow background and a green and blue painting,"yellow background, blue painting, painting, green"
410,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_469.jpg,a painting with a yellow background and a green and blue square,"yellow background, blue square, painting, green"
411,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_47.jpg,a painting of boats in the water,"water, painting, boats"
412,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_470.jpg,a painting with a yellow background and a blue and orange background,"yellow background, orange background, painting, blue"
413,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_471.jpg,a painting of a stack of colorful objects,"colorful objects, stack, painting"
414,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_472.jpg,a painting with a yellow background and a black and white circle,"yellow background, white circle, painting, black"
415,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_473.jpg,a painting with a red and yellow background,"yellow background, red, painting"
416,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_474.jpg,"a painting with a red, yellow and blue design","blue design, yellow, red, painting"
417,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_475.jpg,a painting with a yellow background and a black and white image,"yellow background, white image, painting, black"
418,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_476.jpg,a painting with a yellow background and blue and yellow,"yellow background, yellow, painting, blue"
419,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_477.jpg,"a painting with a yellow background and a red, green, blue, and yellow background","yellow background, yellow background, red, painting, green, blue"
420,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_478.jpg,a painting with a yellow background and a green and orange bird,"yellow background, orange bird, painting, green"
421,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_479.jpg,a painting with a yellow background and a red and orange painting,"yellow background, orange painting, painting, red"
422,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_48.jpg,a painting of a ship in the water,"water, ship, painting"
423,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_480.jpg,a painting with a yellow background and a blue and green square,"yellow background, green square, painting, blue"
424,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_481.jpg,a painting with a yellow background and a red and yellow background,"yellow background, yellow background, red, painting"
425,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_482.jpg,a painting with a circle on it,"painting, circle"
426,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_483.jpg,a painting with a yellow background and a yellow background,"yellow background, yellow background, painting"
427,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_484.jpg,a painting of a yellow and green square,"green square, yellow, painting"
428,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_485.jpg,a painting with a yellow background and a black and orange design,"yellow background, orange design, painting, black"
429,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_486.jpg,a painting of a man with a green shirt,"green shirt, painting, man"
430,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_487.jpg,a painting with a yellow background and a black circle,"yellow background, black circle, painting"
431,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_488.jpg,a painting with a yellow background and a red and yellow background,"yellow background, yellow background, red, painting"
432,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_489.jpg,a painting of a woman holding a sunflower with van gogh background,"woman holding, sunflower, painting, van gogh background"
433,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_49.jpg,a painting of water lillies in blue and green,"water lillies, painting, green, blue"
434,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_490.jpg,a painting of a lake with a bird flying over it,"bird flying, painting, lake"
435,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_491.jpg,a painting of a pond with flowers and a wooden pole,"wooden pole, pond, painting, flowers"
436,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_492.jpg,water lilies by artist susan schr,"artist susan schr, water lilies"
437,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_493.jpg,a painting of water lillies on a blue background,"water lillies, blue background, painting"
438,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_494.jpg,a round table with a painting of water lillies,"water lillies, round table, painting"
439,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_495.jpg,a painting of a city by the water,"water, painting, city"
440,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_496.jpg,two bulls fighting in the snow,"two bulls fighting, snow"
441,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_497.jpg,three bulls,three bulls
442,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_498.jpg,three buffalos ,three buffalos
443,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_499.jpg,a painting with colorful paint and a white background,"white background, colorful paint, painting"
444,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_5.jpg,a drawing of a monkey with glasses on,"monkey, glasses, drawing"
445,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_50.jpg,a painting of a blue and green field,"green field, painting, blue"
446,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_500.jpg,a painting of a woman laying on a bed with a pink moon in the background,"woman laying, pink moon, painting, bed, background"
447,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_501.jpg,a painting with a blue and yellow background,"yellow background, painting, blue"
448,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_502.jpg,a painting with a yellow background and a blue and green stripe,"yellow background, green stripe, painting, blue"
449,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_503.jpg,a painting with a yellow background and a red and blue painting,"yellow background, blue painting, painting, red"
450,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_504.jpg,a painting with a face on it,"painting, face"
451,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_505.jpg,a painting with a yellow background and a red and yellow background,"yellow background, yellow background, red, painting"
452,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_506.jpg,a painting with a yellow background and a red and green painting,"yellow background, green painting, painting, red"
453,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_507.jpg,a painting with a face and a face with a face on it,"painting, face, face, face"
454,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_508.jpg,a painting with a yellow background and a blue and yellow background,"yellow background, yellow background, painting, blue"
455,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_509.jpg,a painting of a woman with a hat and a green hat,"green hat, hat, woman, painting"
456,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_51.jpg,a painting of boats in the water,"water, painting, boats"
457,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_510.jpg,a painting with a yellow background and a black and white image,"yellow background, white image, painting, black"
458,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_511.jpg,a painting with a yellow background and a blue and green painting,"yellow background, green painting, painting, blue"
459,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_512.jpg,a painting with circles and circles on it,"painting, circles, circles"
460,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_513.jpg,a painting with a yellow background and a black and white drawing,"yellow background, white drawing, painting, black"
461,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_514.jpg,a painting with a yellow background and a black and white design,"yellow background, white design, painting, black"
462,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_515.jpg,a painting with a yellow background and a green and red design,"yellow background, red design, painting, green"
463,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_516.jpg,a painting with a yellow background and a red and yellow background,"yellow background, yellow background, red, painting"
464,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_517.jpg,a painting with blue and green paint on it,"green paint, painting, blue"
465,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_518.jpg,a painting of a red and yellow square,"yellow square, red, painting"
466,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_519.jpg,"a painting with a red, yellow and green design","green design, yellow, red, painting"
467,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_52.jpg,a painting of a boat in the water,"water, painting, boat"
468,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_520.jpg,a painting of a man with a guitar,"painting, man, guitar"
469,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_521.jpg,a painting of a man with a face on it,"painting, man, face"
470,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_522.jpg,a painting with a red and yellow background,"yellow background, red, painting"
471,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_523.jpg,a painting of a woman with a yellow background,"yellow background, woman, painting"
472,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_524.jpg,a painting of a man with a yellow shirt,"yellow shirt, painting, man"
473,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_525.jpg,a painting of a man with a face and a green background,"green background, painting, man, face"
474,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_526.jpg,a painting of a man with a green hat,"green hat, painting, man"
475,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_527.jpg,a painting of two faces on a yellow background,"yellow background, two faces, painting"
476,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_528.jpg,a painting with a yellow background and a green and red square,"yellow background, red square, painting, green"
477,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_529.jpg,a painting with a yellow background and a red and green design,"yellow background, green design, red, painting"
478,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_53.jpg,"a painting of a dark, cloudy sky over a body of water","cloudy sky, water, painting, dark, body"
479,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_530.jpg,a painting of a man in a green suit,"green suit, painting, man"
480,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_531.jpg,a painting of a person with a green shirt,"green shirt, person, painting"
481,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_532.jpg,a painting of a man with a banana on his head,"painting, man, head, banana"
482,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_533.jpg,a painting of a man idol,"painting, man, idol"
483,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_534.jpg,a painting with green and yellow painting of lord krishna idol,"yellow paint, lord krishna, idol, painting, green"
484,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_535.jpg,a painting with blue paint and red paint,"red paint, blue paint, painting"
485,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_536.jpg,a painting with many colors and shapes of krishna,"many colors, shapes, painting, krishna"
486,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_537.jpg,a painting of a man with a red and yellow shirt,"yellow shirt, red, painting, man"
487,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_538.jpg,a painting of krishna in orange and red,"painting, orange, red"
488,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_539.jpg,a painting of a fish on a yellow background,"yellow background, painting, fish"
489,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_54.jpg,a painting of a cityscape,"painting, cityscape"
490,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_540.jpg,a yellow and black abstract painting with a white background,"black abstract painting, white background, yellow"
491,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_541.jpg,a painting of a fish on a yellow background,"yellow background, painting, fish"
492,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_542.jpg,a painting with red and yellow stripes and a fish,"yellow stripes, red, painting, fish"
493,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_543.jpg,a painting of two fish on a yellow background,"yellow background, two fish, painting"
494,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_544.jpg,"a painting with a red, yellow and blue square","blue square, yellow, red, painting"
495,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_545.jpg,a painting with red and yellow paint on it,"yellow paint, red, painting"
496,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_546.jpg,a painting of a red and yellow abstract painting,"yellow abstract painting, painting, red"
497,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_547.jpg,"a painting with a red, yellow and blue design","blue design, yellow, red, painting"
498,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_548.jpg,a painting with a yellow background and a red and yellow background,"yellow background, yellow background, red, painting"
499,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_549.jpg,a painting with red and yellow paint on it,"yellow paint, red, painting"
500,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_55.jpg,a painting of a large body of water,"large body, water, painting"
501,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_550.jpg,a painting with a yellow background and black lines,"yellow background, black lines, painting"
502,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_551.jpg,a painting of a fish on a yellow background,"yellow background, painting, fish"
503,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_552.jpg,a painting of a robot with a red and yellow background,"yellow background, robot, red, painting"
504,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_553.jpg,a painting of a bird with a red and black design,"black design, red, painting, bird"
505,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_554.jpg,a painting of a face with a green eye,"green eye, painting, face"
506,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_555.jpg,a painting with a red and yellow background,"yellow background, red, painting"
507,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_556.jpg,a painting with a red and yellow background,"yellow background, red, painting"
508,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_557.jpg,a painting with a yellow frame and a red and yellow background,"yellow frame, yellow background, red, painting"
509,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_558.jpg,a yellow painting with black and white lines,"yellow painting, white lines, black"
510,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_559.jpg,a painting of a fish on a yellow background,"yellow background, painting, fish"
511,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_56.jpg,a painting of a river with a yellow sky,"yellow sky, river, painting"
512,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_560.jpg,a painting of a red vase with black dots,"red vase, black dots, painting"
513,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_561.jpg,a yellow and black painting with a red and black brush,"black painting, black brush, yellow, red"
514,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_562.jpg,a painting of flowers on a red background,"red background, painting, flowers"
515,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_563.jpg,a painting of a tree in a field,"tree, painting, field"
516,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_564.jpg,a painting of a cloudy sky over the ocean,"cloudy sky, painting, ocean"
517,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_565.jpg,a painting of a blue and orange abstract,"orange abstract, painting, blue"
518,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_566.jpg,a painting of a dog with a pink and blue face,"blue face, pink, painting, dog"
519,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_567.jpg,a painting of a man's face with a black and yellow paint,"yellow paint, painting, man, face, black"
520,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_568.jpg,a painting of a man with a hat,"painting, man, hat"
521,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_569.jpg,a drawing of a face with a black and white background,"white background, face, drawing, black"
522,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_57.jpg,a large painting on the wall,"large painting, wall"
523,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_570.jpg,a drawing of a face with a red background,"red background, face, drawing"
524,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_571.jpg,a painting of two people on a blue background,"two people, blue background, painting"
525,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_572.jpg,a painting of a woman with a bird on her shoulder,"woman, shoulder, painting, bird"
526,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_573.jpg,a painting of two people on a red background,"two people, red background, painting"
527,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_574.jpg,a drawing of a woman with a hat,"woman, hat, drawing"
528,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_575.jpg,a painting of a woman in a green dress,"green dress, woman, painting"
529,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_576.jpg,a black and white painting on a white wall,"white wall, white painting, black"
530,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_577.jpg,a painting of a man with a red background,"red background, painting, man"
531,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_578.jpg,a painting of a woman with flowers,"woman, painting, flowers"
532,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_579.jpg,a drawing of a woman's face with a bird in the background,"woman, face, drawing, bird, background"
533,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_58.jpg,a painting of a river with a sky in the background,"sky, river, painting, background"
534,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_580.jpg,buddha painting by artist artist and painter,"buddha painting, artist artist, painter"
535,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_581.jpg,a painting of a woman with a red dress,"red dress, woman, painting"
536,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_582.jpg,a drawing of a woman with her hands on her head,"woman, head, hands, drawing"
537,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_583.jpg,a painting of a forest scene,"forest scene, painting"
538,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_584.jpg,a drawing of a woman's face with flowers in the background,"woman, flowers, face, drawing, background"
539,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_585.jpg,an elephant painted in bright colors,"elephant painted, bright colors"
540,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_586.jpg,a painting of a canal in venice,"venice, painting, canal"
541,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_587.jpg,a painting of boats in the water near a building,"water near, painting, building, boats"
542,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_588.jpg,a painting of a city with boats and people,"people, painting, city, boats"
543,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_589.jpg,a painting of a city with boats and buildings,"painting, city, buildings, boats"
544,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_59.jpg,a painting of a beach with a boat in the water,"water, painting, boat, beach"
545,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_590.jpg,a painting of a city with boats in the water,"water, painting, city, boats"
546,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_591.jpg,a painting of two red circles with a red background,"two red circles, red background, painting"
547,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_592.jpg,a painting of a red circle with leaves and flowers,"red circle, painting, leaves, flowers"
548,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_593.jpg,a painting of a buddha in a field of flowers,"painting, flowers, field, buddha"
549,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_594.jpg,a painting of a woman holding a cup,"woman holding, painting, cup"
550,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_595.jpg,a painting of red and pink flowers,"pink flowers, red, painting"
551,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_596.jpg,a painting of a circle with flowers on it,"painting, flowers, circle"
552,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_597.jpg,a painting of a buddha in a field of flowers,"painting, flowers, field, buddha"
553,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_598.jpg,a painting of a flower with red petals,"red petals, painting, flower"
554,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_599.jpg,a painting of a butterfly with a red background,"red background, painting, butterfly"
555,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_6.jpg,a painting of a krishna and radha couple sitting on a bench,"couple sitting, painting, bench, krishna, radhna"
556,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_60.jpg,a painting of a fire in a room,"room, painting, fire"
557,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_600.jpg,a painting of a woman sitting on a cloud with cat,"woman sitting, painting, cloud with cat"
558,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_601.jpg,a painting of a woman sitting on a rooftop with cat,"woman sitting, rooftop, painting, cat"
559,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_602.jpg,"a painting of a woman sitting on a bench, cat","woman sitting, painting, bench, cat"
560,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_603.jpg,a painting of a woman sitting with dog on a hill with a cross in the background,"woman sitting, painting, hill, cross, background, dog"
561,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_604.jpg,a painting of two women in a boat with clouds,"two women, painting, clouds, boat"
562,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_605.jpg,a painting of a woman and a bird,"woman, painting, bird"
563,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_606.jpg,a painting of a couple in a boat,"painting, couple, boat"
564,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_607.jpg,a painting of a yellow flower in a blue sky,"yellow flower, blue sky, painting"
565,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_608.jpg,a painting of a bowl of fruit on a table,"table, painting, fruit, bowl"
566,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_609.jpg,a painting of a vase with flowers in it,"vase, painting, flowers"
567,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_61.jpg,a painting of a lake with a boat in the water,"water, painting, lake, boat"
568,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_610.jpg,a painting of a flower in a green background,"green background, painting, flower"
569,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_611.jpg,a painting of a flower on a green wall,"green wall, painting, flower"
570,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_612.jpg,a painting of a woman in a yellow dress,"yellow dress, woman, painting"
571,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_613.jpg,a painting of a bunch of flowers on a brown background,"brown background, painting, flowers, bunch"
572,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_614.jpg,a painting of a yellow and green square,"green square, yellow, painting"
573,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_615.jpg,a painting of a colorful abstract design,"colorful abstract design, painting"
574,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_616.jpg,a painting of a woman with long hair,"long hair, woman, painting"
575,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_617.jpg,a painting of a woman sitting on a blue flower,"woman sitting, painting, flower, blue"
576,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_618.jpg,a painting of a krishna in a red headdre,"red headdre, krishna, painting"
577,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_619.jpg,a painting of a woman with flowers in her hair,"woman, painting, hair, flowers"
578,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_62.jpg,a sculpture of a woman's head on a wooden table,"wooden table, woman, sculpture, head"
579,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_620.jpg,a painting of a man in a white shirt,"white shirt, painting, man"
580,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_621.jpg,a painting of a man with a hat on,"painting, man, hat"
581,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_622.jpg,"a painting with red, green and blue colors","blue colors, red, painting, green"
582,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_623.jpg,"a painting with a blue, orange and green human figure design","green design, painting, orange, blue, human figure"
